NODES,10
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
ARCS,83
0,1,2,100,2524,2640,4590,1377
1,1,7,92,1187,109,2159,216
2,1,8,83,1767,269,3213,1286
3,1,10,29,2019,305,3671,1836
4,1,6,80,1212,342,2204,1102
5,1,4,92,2473,276,4497,1350
6,1,9,88,1590,117,2891,1157
7,1,3,42,2044,327,3717,1487
8,2,3,100,2524,2640,4590,459
9,2,9,44,354,95,644,322
10,2,7,97,2145,531,3900,780
11,2,4,89,833,487,1515,455
12,2,10,21,985,436,1791,717
13,2,5,53,1994,226,3626,1451
14,2,6,96,1414,487,2571,1029
15,2,8,63,2272,647,4131,414
16,3,4,100,2524,2640,4590,918
17,3,1,55,1313,509,2388,1194
18,3,5,97,2070,189,3764,1130
19,3,10,12,1969,95,3580,1790
20,3,7,41,1262,226,2295,689
21,3,2,93,1313,632,2388,1194
22,3,9,37,2322,567,4222,423
23,3,8,85,1338,494,2433,974
24,3,6,47,1893,632,3442,689
25,4,5,100,2524,2640,4590,2295
26,4,7,58,2019,233,3671,368
27,4,10,93,2221,414,4039,1212
28,4,3,47,1212,255,2204,221
29,4,6,74,530,719,964,97
30,4,8,90,1565,269,2846,1139
31,4,2,37,2398,189,4360,436
32,4,9,58,505,625,919,184
33,4,1,78,556,676,1011,506
34,5,6,100,2524,2640,4590,459
35,5,4,90,732,378,1331,134
36,5,7,96,934,80,1699,340
37,5,1,21,1313,378,2388,239
38,5,8,47,505,73,919,368
39,5,9,82,959,109,1744,698
40,5,2,44,909,632,1653,662
41,5,3,88,2448,124,4451,446
42,6,7,100,2524,2640,4590,918
43,6,4,27,556,284,1011,405
44,6,2,86,404,262,735,221
45,6,3,43,2423,640,4406,2203
46,6,9,39,2120,538,3855,386
47,6,1,42,1086,226,1975,198
48,6,5,18,253,581,460,92
49,6,8,31,2095,153,3810,762
50,7,8,100,2524,2640,4590,1836
51,7,1,63,2499,342,4544,455
52,7,5,97,1338,516,2433,487
53,7,6,60,1111,356,2020,202
54,7,9,76,1287,385,2340,234
55,7,3,88,429,168,780,390
56,7,2,11,1742,509,3168,317
57,7,4,38,2246,632,4084,1226
58,7,10,13,2322,269,4222,423
59,8,9,100,2524,2640,4590,1836
60,8,7,32,1616,661,2939,1470
61,8,2,25,1086,342,1975,988
62,8,4,47,2196,647,3993,1198
63,8,5,79,1590,378,2891,290
64,8,10,15,1338,596,2433,730
65,8,1,64,1338,581,2433,730
66,9,10,100,2524,2640,4590,918
67,9,6,58,1136,552,2066,827
68,9,4,84,581,552,1057,423
69,9,2,82,2044,690,3717,744
70,9,3,85,455,356,828,166
71,9,1,97,1641,327,2984,597
72,9,5,14,985,313,1791,180
73,9,7,66,631,552,1148,230
74,10,1,100,2524,2640,4590,1836
75,10,6,24,1691,284,3075,615
76,10,5,25,1388,661,2524,505
77,10,9,73,2499,211,4544,2272
78,10,8,22,429,80,780,78
79,10,3,23,2373,284,4315,863
80,10,2,38,1868,95,3397,1020
81,10,4,52,1414,131,2571,1286
82,10,7,57,1489,138,2708,1354
COMMODITIES,50
0,10,6,71,702,4384,0.162,18
1,4,9,32,1156,2695,0.073,9
2,4,7,78,1300,4139,0.178,20
3,9,1,40,336,3071,0.092,11
4,7,8,53,998,4761,0.121,14
5,10,3,80,462,4407,0.183,20
6,4,3,57,598,2922,0.130,15
7,4,10,72,804,4775,0.164,18
8,8,2,57,1165,3765,0.130,15
9,5,10,73,630,4441,0.167,19
10,6,4,36,982,2648,0.082,10
11,1,9,22,1490,4934,0.051,7
12,5,7,93,923,3063,0.212,23
13,7,2,95,31,3265,0.217,24
14,6,7,27,1025,3890,0.062,8
15,2,7,37,936,3326,0.085,10
16,7,3,33,927,2433,0.076,9
17,1,3,94,1774,5404,0.214,24
18,1,10,19,1119,5307,0.044,6
19,8,7,59,483,4076,0.135,15
20,10,8,17,1140,2588,0.039,6
21,2,3,91,721,2800,0.208,23
22,9,10,53,600,5437,0.121,14
23,6,3,73,1091,3765,0.167,19
24,10,5,55,446,3631,0.126,14
25,1,2,71,1007,4463,0.162,18
26,4,8,92,952,3859,0.210,23
27,8,5,32,853,4249,0.073,9
28,10,2,46,812,4322,0.105,12
29,4,5,69,1106,3006,0.158,18
30,9,2,27,386,3656,0.062,8
31,8,10,36,1720,4732,0.082,10
32,2,9,37,278,1542,0.085,10
33,3,5,13,1341,5747,0.030,5
34,3,6,71,986,4902,0.162,18
35,9,6,15,500,3008,0.035,5
36,8,1,48,0,2969,0.110,13
37,6,5,71,840,1833,0.162,18
38,4,2,96,600,2823,0.219,24
39,7,4,30,1390,4907,0.069,9
40,7,6,63,575,3063,0.144,16
41,2,1,75,928,4108,0.171,19
42,1,8,13,828,4427,0.030,5
43,6,1,76,420,2903,0.173,19
44,6,8,83,551,2580,0.189,21
45,1,7,24,1061,3730,0.055,7
46,3,1,26,513,3543,0.060,8
47,7,5,10,916,3937,0.023,4
48,5,4,27,392,2305,0.062,8
49,9,4,72,687,2420,0.164,18
