NODES,20
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
ARCS,220
0,1,2,100,52422,5135,95313,28594
1,1,4,23,12582,32,22877,11439
2,1,17,71,48752,103,88640,35456
3,1,13,60,44034,43,80062,24019
4,1,12,26,23066,86,41939,8388
5,1,16,14,42986,48,78157,31263
6,1,20,29,10485,81,19064,9532
7,1,5,53,9961,45,18111,3623
8,1,15,28,44034,28,80062,24019
9,1,10,46,5767,54,10486,2098
10,2,3,100,52422,5135,95313,38126
11,2,19,90,17824,61,32408,6482
12,2,11,14,13630,22,24782,4957
13,2,4,40,47180,107,85782,34313
14,2,13,25,34598,108,62906,12582
15,2,7,62,46655,91,84828,8483
16,2,17,85,18872,56,34313,17157
17,2,20,49,13106,91,23830,7149
18,2,10,60,29881,61,54330,5433
19,2,18,56,46131,50,83875,16775
20,2,5,44,26735,48,48610,9722
21,2,9,10,23590,115,42891,12868
22,2,12,18,37220,33,67673,20302
23,2,16,89,38268,106,69579,20874
24,3,4,100,52422,5135,95313,9532
25,3,16,27,26211,55,47657,9532
26,3,18,55,47180,51,85782,17157
27,3,12,69,50849,107,92453,27736
28,3,9,42,7864,72,14299,5720
29,3,11,20,34598,121,62906,12582
30,3,13,96,17824,89,32408,12964
31,3,8,80,29881,110,54330,5433
32,3,15,26,25687,68,46704,14012
33,3,7,80,16775,59,30500,12200
34,3,1,65,5243,92,9533,954
35,4,5,100,52422,5135,95313,38126
36,4,19,54,22017,121,40031,4004
37,4,3,88,23066,120,41939,16776
38,4,12,96,50849,87,92453,18491
39,4,15,59,17299,117,31453,9436
40,4,10,98,26211,74,47657,4766
41,4,18,71,13106,91,23830,4766
42,4,1,16,48752,20,88640,44320
43,4,17,65,26735,48,48610,4861
44,4,11,22,39841,89,72439,7244
45,4,2,91,37744,76,68626,13726
46,4,9,21,31977,44,58140,23256
47,4,20,36,16251,97,29548,2955
48,4,8,25,21493,122,39079,15632
49,4,7,14,26211,72,47657,4766
50,5,6,100,52422,5135,95313,38126
51,5,8,77,46131,27,83875,8388
52,5,3,65,30929,49,56235,16871
53,5,12,29,9436,92,17157,1716
54,5,1,40,25687,13,46704,14012
55,5,11,68,48752,38,88640,44320
56,5,9,25,6815,36,12391,3718
57,5,13,57,50325,79,91500,45750
58,5,16,20,11533,61,20970,8388
59,5,15,64,37744,28,68626,27451
60,5,19,53,6291,46,11439,3432
61,5,2,56,13630,102,24782,12391
62,6,7,100,52422,5135,95313,28594
63,6,3,14,16251,121,29548,8865
64,6,15,15,15727,115,28595,2860
65,6,18,35,39841,45,72439,7244
66,6,10,62,25163,77,45751,18301
67,6,11,81,5243,110,9533,4767
68,6,13,74,18872,51,34313,13726
69,6,20,37,49801,80,90548,36220
70,6,8,84,11009,29,20017,4004
71,6,1,16,9436,102,17157,5148
72,6,14,20,19921,24,36220,18110
73,7,8,100,52422,5135,95313,47657
74,7,5,62,24114,43,43844,8769
75,7,15,81,11009,112,20017,2002
76,7,12,29,27784,92,50517,20207
77,7,20,75,39841,13,72439,7244
78,7,9,91,26735,56,48610,14583
79,7,6,57,10485,27,19064,7626
80,7,13,65,6291,96,11439,3432
81,7,3,67,41413,49,75297,15060
82,7,18,95,5243,45,9533,4767
83,7,19,14,12582,77,22877,11439
84,8,9,100,52422,5135,95313,9532
85,8,19,74,50849,58,92453,9246
86,8,1,47,33026,61,60048,24020
87,8,5,66,40889,30,74344,22304
88,8,7,69,24114,36,43844,17538
89,8,12,25,20969,56,38126,11438
90,8,14,44,22542,92,40986,12296
91,8,13,20,22017,87,40031,12010
92,8,4,30,17299,84,31453,3146
93,8,10,52,15203,79,27642,8293
94,8,20,11,29356,75,53375,21350
95,8,16,72,42462,15,77204,38602
96,8,17,19,31977,96,58140,5814
97,9,10,100,52422,5135,95313,28594
98,9,11,58,18348,116,33360,16680
99,9,16,16,31977,70,58140,29070
100,9,7,47,23590,122,42891,21446
101,9,17,70,31453,30,57188,5719
102,9,20,50,36171,34,65766,6577
103,9,6,93,18872,113,34313,3432
104,9,15,42,20969,99,38126,15251
105,9,12,73,13630,77,24782,7435
106,9,1,14,39316,74,71484,14297
107,10,11,100,52422,5135,95313,9532
108,10,14,37,44034,117,80062,32025
109,10,15,48,11533,43,20970,10485
110,10,20,80,51897,28,94359,18872
111,10,2,39,35647,111,64813,12963
112,10,13,42,18872,65,34313,17157
113,10,4,60,9961,18,18111,5434
114,10,8,62,12057,96,21922,6577
115,11,12,100,52422,5135,95313,28594
116,11,13,91,41937,95,76250,7625
117,11,17,60,42462,85,77204,15441
118,11,8,24,12582,79,22877,11439
119,11,1,28,42986,15,78157,39079
120,11,3,52,27784,32,50517,15156
121,11,9,69,14154,110,25735,10294
