NODES,20
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
ARCS,220
0,1,2,100,5243,5135,9533,954
1,1,4,23,1259,32,2290,916
2,1,17,71,4876,103,8866,4433
3,1,13,60,4404,43,8008,3204
4,1,12,26,2307,86,4195,839
5,1,16,14,4299,48,7817,2346
6,1,20,29,1049,81,1908,573
7,1,5,53,997,45,1813,363
8,1,15,28,4404,28,8008,4004
9,1,10,46,577,54,1050,420
10,2,3,100,5243,5135,9533,954
11,2,19,90,1783,61,3242,325
12,2,11,14,1363,22,2479,992
13,2,4,40,4718,107,8579,3432
14,2,13,25,3460,108,6291,630
15,2,7,62,4666,91,8484,1697
16,2,17,85,1888,56,3433,344
17,2,20,49,1311,91,2384,1192
18,2,10,60,2989,61,5435,1087
19,2,18,56,4614,50,8390,4195
20,2,5,44,2674,48,4862,487
21,2,9,10,2359,115,4290,858
22,2,12,18,3722,33,6768,2031
23,2,16,89,3827,106,6959,1392
24,3,4,100,5243,5135,9533,4767
25,3,16,27,2622,55,4768,1908
26,3,18,55,4718,51,8579,1716
27,3,12,69,5085,107,9246,3699
28,3,9,42,787,72,1431,287
29,3,11,20,3460,121,6291,3146
30,3,13,96,1783,89,3242,325
31,3,8,80,2989,110,5435,544
32,3,15,26,2569,68,4671,2336
33,3,7,80,1678,59,3051,1221
34,3,1,65,525,92,955,191
35,4,5,100,5243,5135,9533,4767
36,4,19,54,2202,121,4004,1202
37,4,3,88,2307,120,4195,2098
38,4,12,96,5085,87,9246,2774
39,4,15,59,1730,117,3146,944
40,4,10,98,2622,74,4768,1431
41,4,18,71,1311,91,2384,716
42,4,1,16,4876,20,8866,887
43,4,17,65,2674,48,4862,487
44,4,11,22,3985,89,7246,2899
45,4,2,91,3775,76,6864,687
46,4,9,21,3198,44,5815,2326
47,4,20,36,1626,97,2957,1479
48,4,8,25,2150,122,3910,1173
49,4,7,14,2622,72,4768,1431
50,5,6,100,5243,5135,9533,954
51,5,8,77,4614,27,8390,839
52,5,3,65,3093,49,5624,2250
53,5,12,29,944,92,1717,172
54,5,1,40,2569,13,4671,1869
55,5,11,68,4876,38,8866,2660
56,5,9,25,682,36,1240,248
57,5,13,57,5033,79,9151,4576
58,5,16,20,1154,61,2099,630
59,5,15,64,3775,28,6864,2060
60,5,19,53,630,46,1146,115
61,5,2,56,1363,102,2479,248
62,6,7,100,5243,5135,9533,954
63,6,3,14,1626,121,2957,888
64,6,15,15,1573,115,2860,286
65,6,18,35,3985,45,7246,2899
66,6,10,62,2517,77,4577,458
67,6,11,81,525,110,955,382
68,6,13,74,1888,51,3433,687
69,6,20,37,4981,80,9057,1812
